order_date,product_category,total_sales,total_profit,avg_discount,num_orders
2012-01-25,Technology,1532.482,-42.999,0.1,1
2012-01-26,Furniture,12504.758,-1477.6100000000001,0.05,4
2012-01-26,Office Supplies,1325.97,-1240.9199999999998,0.06,3
2012-01-26,Technology,4980.07,1624.95,0.08499999999999999,2
2012-01-27,Office Supplies,2019.78,365.97999999999996,0.06,3
2012-01-27,Technology,6498.4115,900.691,0.05,2
2012-01-28,Office Supplies,1777.48,-988.5195,0.02666666666666667,6
2012-01-29,Furniture,1042.63,-219.93,0.02,1
2012-01-29,Office Supplies,16147.61,7604.95,0.02,1
2012-01-29,Technology,1122.6375,17.676,0.09,1
2012-01-30,Technology,17713.87,7786.2300000000005,0.08333333333333333,3
2012-01-31,Furniture,15385.82,-58.353125000000034,0.065,2
2012-01-31,Office Supplies,1287.66,207.99,0.045000000000000005,6
2012-01-31,Technology,2188.06,33.77,0.1,1
2012-02-01,Office Supplies,55.45,21.42,0.01,1
2012-02-01,Technology,4976.450000000001,872.65,0.06,2
2012-02-02,Furniture,14405.900000000001,-4339.815971,0.065,4
2012-02-02,Office Supplies,44.85,-0.49,0.02,1
2012-02-02,Technology,3152.75,1166.4,0.04,1
2012-02-03,Furniture,181.39,-32.4,0.1,1
2012-02-03,Technology,846.0815,-120.934,0.02,1
2012-02-04,Furniture,6699.12,-2268.12,0.07500000000000001,2
2012-02-04,Office Supplies,2156.39,-290.088,0.04818181818181819,11
2012-02-04,Technology,6121.58,1175.42,0.07333333333333335,3
2012-02-05,Furniture,150.24,-102.93,0.08,1
2012-02-05,Office Supplies,7034.780000000001,1159.11,0.0575,4
2012-02-05,Technology,16187.365000000002,8079.455999999999,0.085,2
2012-02-06,Furniture,15088.418,1534.03,0.023333333333333334,3
2012-02-06,Technology,3862.7355,-3162.2275000000004,0.049999999999999996,3
2012-02-07,Office Supplies,2611.79,591.1514999999999,0.0475,4
2012-02-07,Technology,2813.8485,377.154,0.08,1
2012-02-08,Furniture,2026.01,580.43,0.1,1
2012-02-08,Office Supplies,607.42,-254.1385,0.03,1
2012-02-08,Technology,1432.49,-696.12,0.07,2
2012-02-09,Furniture,10318.72,1445.36,0.01,1
2012-02-10,Furniture,1015.1800000000001,-20.22,0.02,2
2012-02-10,Office Supplies,611.9100000000001,29.980500000000006,0.05,2
2012-02-10,Technology,104.46,-36.7662,0.01,1
2012-02-11,Furniture,9757.48,-96.05,0.07,1
2012-02-11,Office Supplies,1002.73,-563.86,0.08,1
2012-02-11,Technology,24745.386,1152.7361999999998,0.04666666666666667,3
2012-02-12,Office Supplies,3548.99,-23.061499999999967,0.052000000000000005,10
2012-02-12,Technology,6815.3235,2063.663,0.045,2
2012-02-13,Furniture,14033.0,1530.5100000000002,0.025,2
2012-02-13,Office Supplies,381.48,-105.59,0.05,2
2012-02-13,Technology,3699.22,565.18,0.05,1
2012-02-14,Furniture,9594.324,1272.08,0.043333333333333335,3
2012-02-14,Office Supplies,1003.43,208.06,0.01,1
2012-02-15,Furniture,21372.719999999998,300.2180000000001,0.085,2
2012-02-15,Office Supplies,493.43,-21.58549999999999,0.06999999999999999,5
2012-02-15,Technology,4846.74,1689.93,0.01,1
2012-02-16,Office Supplies,830.4100000000001,-99.05850000000001,0.035,4
2012-02-16,Technology,10090.81,213.57000000000002,0.04,2
2012-02-17,Furniture,1562.3400000000001,-148.89999999999998,0.035,2
2012-02-17,Office Supplies,259.27,5.159,0.035,2
2012-02-17,Technology,8767.62,-1510.8855,0.04,1
2012-02-18,Furniture,12304.269999999999,707.018,0.065,2
2012-02-19,Office Supplies,954.97,-148.56,0.028000000000000004,5
2012-02-19,Technology,1838.19,561.43,0.03,1
2012-02-20,Furniture,1321.54,-117.75000000000003,0.03666666666666667,3
2012-02-20,Office Supplies,581.47,-346.0265,0.036666666666666674,3
2012-02-21,Furniture,2770.35,-202.581,0.09,1
2012-02-21,Office Supplies,199.39,101.13,0.1,1
2012-02-21,Technology,901.81,-76.89,0.02,1
2012-02-22,Furniture,1498.46,565.37,0.02,1
2012-02-22,Office Supplies,1633.37,144.69,0.08,1
2012-02-22,Technology,19232.81,6741.599999999999,0.025,2
2012-02-23,Furniture,240.87,-36.77,0.01,1
2012-02-23,Office Supplies,2327.23,-762.08,0.02666666666666667,3
2012-02-24,Furniture,14740.51,3407.73,0.0,1
2012-02-24,Office Supplies,3130.12,-214.39,0.043333333333333335,3
2012-02-25,Furniture,2242.56,485.32,0.07,2
2012-02-25,Office Supplies,2951.5600000000004,-707.3085,0.05,2
2012-02-25,Technology,25.48,-26.8,0.06,1
2012-02-26,Office Supplies,2077.67,607.9715000000001,0.066,5
2012-02-26,Technology,14710.266500000002,3760.446,0.0625,4
2012-02-27,Furniture,1372.14,-340.98,0.06,1
2012-02-27,Office Supplies,11613.13,2816.21,0.05,1
2012-02-27,Technology,2092.301,-43.14149999999999,0.05333333333333334,3
2012-02-28,Office Supplies,3399.3,1076.068,0.085,2
2012-02-28,Technology,3010.837,330.572,0.09,2
2012-03-01,Furniture,32.37,-48.55,0.0,1
2012-03-01,Office Supplies,762.38,-100.30850000000001,0.045000000000000005,2
2012-03-01,Technology,6493.387500000001,-11281.431,0.075,4
2012-03-02,Furniture,2046.24,-117.1,0.055,2
2012-03-02,Office Supplies,12.01,-1.08,0.0,1
2012-03-02,Technology,3495.014,117.96700000000001,0.04,3
2012-03-03,Furniture,74.3,-129.01,0.08,1
2012-03-04,Furniture,3950.6,-477.66,0.02,1
2012-03-04,Office Supplies,12.18,-3.88,0.06,1
2012-03-04,Technology,973.862,-693.33,0.1,1
2012-03-05,Furniture,8755.46,130.91000000000008,0.04666666666666667,3
2012-03-05,Office Supplies,1204.01,244.886,0.0425,4
2012-03-05,Technology,2237.6135,190.68099999999998,0.015,2
2012-03-06,Furniture,4423.92,374.39,0.07,2
2012-03-06,Office Supplies,1631.81,-860.66,0.060000000000000005,2
2012-03-07,Technology,9418.14,909.36,0.09,1
2012-03-08,Furniture,3571.84,403.81,0.01,1
2012-03-08,Office Supplies,2776.46,153.51999999999998,0.025,2
2012-03-08,Technology,3302.6499999999996,623.9027,0.085,2
2012-03-09,Furniture,843.53,268.32,0.04,1
2012-03-09,Office Supplies,403.52,-823.8900000000001,0.02,2
2012-03-09,Technology,13202.7475,5624.009,0.05500000000000001,2
2012-03-10,Office Supplies,765.95,-56.45,0.05,2
2012-03-10,Technology,19496.93,-14334.6594,0.049999999999999996,2
2012-03-11,Office Supplies,3814.6400000000003,236.065,0.03,2
2012-03-11,Technology,1838.2825,-223.898,0.07,2
2012-03-12,Furniture,5074.07,-1390.53,0.0,1
2012-03-12,Office Supplies,131.43,37.25,0.01,1
2012-03-12,Technology,7102.1175,853.1779999999999,0.034,5
2012-03-13,Office Supplies,140.62,-87.5955,0.055,2
2012-03-13,Technology,2694.4179999999997,-310.7459999999999,0.05,2
2012-03-14,Furniture,25309.576,194.57230000000015,0.06000000000000001,5
2012-03-14,Office Supplies,109.86,-63.87,0.02,1
2012-03-14,Technology,1426.5125,-175.175,0.04,1
2012-03-15,Furniture,7777.320000000001,-434.61820599999993,0.05000000000000001,3
2012-03-15,Office Supplies,30.62,-1.56,0.01,1
2012-03-15,Technology,482.59299999999996,-704.924,0.095,2
2012-03-16,Furniture,82.42,18.53,0.07,1
2012-03-16,Office Supplies,1921.22,-524.0999999999999,0.07333333333333333,3
2012-03-17,Office Supplies,305.84999999999997,-75.01,0.07,2
2012-03-17,Technology,336.85,-40.76,0.01,1
2012-03-18,Furniture,15768.11,1152.86,0.045,2
2012-03-18,Office Supplies,3210.7,-249.98999999999995,0.05600000000000001,5
2012-03-18,Technology,356.4645,-9.108,0.01,1
2012-03-19,Office Supplies,885.6800000000001,-170.44899999999998,0.0425,4
2012-03-19,Technology,4504.012000000001,-77.4735,0.06666666666666667,3
2012-03-20,Furniture,5024.96,-164.05,0.06,2
2012-03-20,Office Supplies,9744.64,-1736.59,0.04,3
2012-03-20,Technology,150.77,-72.23,0.01,1
2012-03-21,Office Supplies,18791.17,8768.1975,0.04666666666666666,3
2012-03-21,Technology,98285.244,29246.238999999998,0.03333333333333333,3
2012-03-22,Furniture,7312.86,1279.37,0.03,1
2012-03-22,Office Supplies,1958.8600000000001,271.38,0.04,6
2012-03-22,Technology,15822.91,-1742.4035,0.064,5
2012-03-23,Office Supplies,1186.34,-9.052,0.054000000000000006,5
2012-03-23,Technology,2311.09,-2185.05,0.03,2
2012-03-24,Furniture,2696.022,-350.02712499999996,0.09000000000000001,3
2012-03-24,Office Supplies,8264.64,1291.2935,0.05,4
2012-03-25,Furniture,14591.94,3297.86,0.015,2
2012-03-25,Office Supplies,2922.9100000000003,186.43550000000002,0.04,7
2012-03-25,Technology,1610.29,221.38,0.04,1
2012-03-26,Office Supplies,6207.280000000001,1490.747,0.07,6
2012-03-27,Furniture,4754.92,-411.09000000000003,0.04666666666666667,3
2012-03-27,Office Supplies,3085.43,841.0640000000001,0.04666666666666667,6
2012-03-27,Technology,15624.252500000002,2887.6982,0.06,6
2012-03-28,Furniture,694.74,-29.900000000000002,0.025,2
2012-03-28,Office Supplies,494.24,-234.65,0.065,2
2012-03-28,Technology,9268.9775,2331.996,0.049999999999999996,3
2012-03-29,Office Supplies,393.34000000000003,-157.92,0.065,2
2012-03-29,Technology,1637.4435,54.293000000000006,0.045,2
2012-03-30,Office Supplies,688.73,-70.59649999999999,0.030000000000000002,4
2012-03-30,Technology,4673.308,29.107000000000028,0.05666666666666667,3
2012-03-31,Office Supplies,31.13,-0.81,0.06,1
2012-03-31,Technology,210.001,-296.10900000000004,0.08,2
2012-04-01,Furniture,566.53,-209.6,0.06,1
2012-04-01,Office Supplies,282.93,-49.109,0.075,2
2012-04-01,Technology,5338.9645,330.848,0.0675,4
2012-04-02,Furniture,15877.94,1712.0700000000002,0.055,2
2012-04-02,Office Supplies,2512.4,744.99,0.07666666666666667,3
2012-04-03,Furniture,1958.32,632.29,0.0,1
2012-04-04,Office Supplies,2800.84,425.40900000000005,0.033999999999999996,5
2012-04-04,Technology,1477.572,840.051,0.0,1
2012-04-05,Furniture,129.48,46.01,0.04,1
2012-04-05,Office Supplies,2118.36,73.3665,0.1,2
2012-04-05,Technology,1093.6355,119.169,0.05,1
2012-04-06,Furniture,18647.85,2969.6099999999997,0.04,4
2012-04-06,Office Supplies,4398.15,-612.72,0.05375,8
2012-04-06,Technology,5422.031,1375.632,0.015,2
2012-04-07,Furniture,1130.08,117.04,0.045,2
2012-04-07,Office Supplies,894.27,-38.35000000000001,0.04,3
2012-04-07,Technology,3568.274,-38.07000000000005,0.05,2
2012-04-08,Office Supplies,3243.38,1048.1695,0.04,5
2012-04-08,Technology,1895.55,807.62,0.06,1
2012-04-09,Furniture,24287.14,6300.75,0.056666666666666664,3
2012-04-09,Office Supplies,1694.8700000000001,-395.71999999999997,0.06,6
2012-04-09,Technology,22958.029000000002,6738.034,0.07,5
2012-04-10,Furniture,8199.826,350.51,0.02,3
2012-04-10,Office Supplies,15135.81,2401.0265,0.047142857142857146,7
2012-04-10,Technology,124.19,-53.2962,0.03,1
2012-04-11,Furniture,430.55,120.01,0.0,1
2012-04-11,Office Supplies,2560.76,917.2629999999999,0.05333333333333334,3
2012-04-12,Office Supplies,774.18,-160.50549999999998,0.06,3
2012-04-12,Technology,4692.26,-7373.1282,0.08,1
2012-04-13,Office Supplies,32.74,-15.8395,0.065,2
2012-04-13,Technology,951.06,331.27,0.02,1
2012-04-14,Furniture,5599.402,-909.358206,0.075,2
2012-04-14,Technology,1003.71,-22.82,0.01,1
2012-04-15,Furniture,5089.9800000000005,627.48,0.1,2
2012-04-15,Office Supplies,3734.86,725.091,0.049999999999999996,2
2012-04-15,Technology,998.05,391.14,0.01,1
2012-04-16,Office Supplies,122.99,21.4795,0.0,1
2012-04-16,Technology,33428.633499999996,-6540.186900000001,0.05333333333333334,3
2012-04-17,Office Supplies,18102.18,6339.08,0.045000000000000005,2
2012-04-17,Technology,1571.7620000000002,-596.418,0.034999999999999996,2
2012-04-18,Furniture,7592.67,-602.5000000000001,0.06,4
2012-04-18,Office Supplies,1350.34,-517.17,0.1,1
2012-04-18,Technology,10072.795,1947.989,0.06333333333333334,3
2012-04-19,Furniture,8242.279999999999,-2322.18,0.03666666666666667,3
2012-04-19,Office Supplies,20542.38,8500.3585,0.049999999999999996,3
2012-04-19,Technology,3960.99,631.33,0.09,1
2012-04-20,Furniture,14624.88,778.83,0.03,2
2012-04-20,Office Supplies,511.46999999999997,47.53,0.07333333333333333,3
2012-04-20,Technology,225.94,-89.13,0.09,1
2012-04-21,Furniture,7540.490000000001,-523.60042,0.05,2
2012-04-21,Office Supplies,10204.539999999999,2503.0499999999997,0.049999999999999996,6
2012-04-22,Office Supplies,2041.01,-67.5805,0.046,5
2012-04-22,Technology,3387.32,1413.52,0.05,1
2012-04-23,Furniture,12236.740000000002,-3838.1620000000003,0.07500000000000001,2
2012-04-23,Office Supplies,2416.41,909.04,0.052500000000000005,4
2012-04-24,Office Supplies,6905.9,1678.8249999999998,0.022,5
2012-04-24,Technology,1396.58,600.72,0.03,1
2012-04-25,Office Supplies,126.95,-4.17,0.0,1
2012-04-26,Furniture,3344.11,588.54,0.03,1
2012-04-26,Office Supplies,8197.27,1967.0800000000002,0.05666666666666667,3
2012-04-27,Office Supplies,714.98,182.75449999999998,0.09,2
2012-04-27,Technology,13601.9285,4132.191,0.043333333333333335,3
2012-04-28,Furniture,5258.94,-421.76,0.09,1
2012-04-28,Office Supplies,3022.48,598.31,0.046,5
2012-04-29,Furniture,7002.08,-1640.511,0.1,1
2012-04-29,Office Supplies,1116.03,203.44,0.04,1
2012-04-29,Technology,5767.2195,1415.915,0.055,2
2012-04-30,Office Supplies,938.37,251.17,0.02,1
2012-04-30,Technology,6083.8495,1318.599,0.03,2
2012-05-01,Furniture,675.02,118.34,0.065,2
2012-05-01,Office Supplies,1908.31,-743.08,0.036,5
2012-05-02,Office Supplies,476.15,-81.769,0.07666666666666666,3
2012-05-02,Technology,3267.1425,636.659,0.035,2
2012-05-03,Furniture,2476.6099999999997,465.95,0.055,2
2012-05-03,Office Supplies,3166.36,211.29,0.09,2
2012-05-04,Furniture,18660.75,4416.24,0.06,3
2012-05-04,Office Supplies,4433.099999999999,826.6545,0.060000000000000005,2
2012-05-04,Technology,3511.9195,106.86199999999997,0.05,2
2012-05-05,Furniture,796.03,-133.71,0.05,1
2012-05-05,Office Supplies,14079.220000000001,2373.7965000000004,0.0575,4
2012-05-05,Technology,503.2935,-222.816,0.02,1
2012-05-06,Furniture,942.42,-634.8654,0.02,1
2012-05-06,Office Supplies,1865.46,657.8145,0.02,2
2012-05-07,Office Supplies,379.24,-37.788,0.07333333333333335,3
2012-05-07,Technology,4854.004499999999,-368.93999999999994,0.05600000000000001,5
2012-05-08,Furniture,64.79,-41.32,0.03,1
2012-05-08,Office Supplies,260.39,-48.57,0.09,1
2012-05-08,Technology,291.4,-763.16,0.06,1
2012-05-09,Office Supplies,658.0500000000001,-101.89000000000001,0.06666666666666667,3
2012-05-09,Technology,1405.6955,-47.252,0.065,2
2012-05-10,Office Supplies,753.75,31.17,0.1,1
2012-05-10,Technology,309.46,-82.64,0.08,1
2012-05-11,Furniture,8043.254,1344.9299999999998,0.08499999999999999,2
2012-05-11,Office Supplies,1104.89,-1595.2255,0.03166666666666667,6
2012-05-11,Technology,602.4205,10.98,0.09,1
2012-05-12,Furniture,4057.2799999999997,989.58,0.08499999999999999,2
2012-05-12,Office Supplies,258.61,-113.92,0.038,5
2012-05-12,Technology,196.58,-102.16,0.04,1
2012-05-13,Furniture,2438.7,-1413.18,0.0,1
2012-05-13,Office Supplies,2674.32,559.41,0.04,5
2012-05-13,Technology,2455.513,-216.791,0.034999999999999996,2
2012-05-14,Office Supplies,711.25,-312.02,0.030000000000000002,4
2012-05-14,Technology,3056.4925,548.4300000000001,0.045,2
2012-05-15,Furniture,1286.87,384.38,0.05,1
2012-05-15,Office Supplies,5026.610000000001,1469.4175,0.046,5
2012-05-15,Technology,4475.36,106.82,0.05000000000000001,3
2012-05-16,Office Supplies,8362.49,-197.2595,0.052000000000000005,5
2012-05-17,Furniture,3575.23,87.88,0.04,1
2012-05-17,Office Supplies,999.86,183.99,0.07250000000000001,4
2012-05-18,Furniture,9502.736,-945.558,0.02,1
2012-05-18,Office Supplies,607.73,-54.976499999999994,0.07500000000000001,4
2012-05-18,Technology,4219.4865,448.54200000000003,0.045,2
2012-05-19,Office Supplies,705.22,-206.7185,0.04666666666666667,3
2012-05-20,Furniture,442.99,-152.76,0.04,1
2012-05-20,Office Supplies,1944.2,-114.98749999999998,0.04833333333333333,6
2012-05-20,Technology,3437.8845,565.209,0.015,2
2012-05-21,Furniture,4608.4400000000005,802.68,0.045,2
2012-05-21,Office Supplies,823.81,160.99849999999998,0.045714285714285714,7
2012-05-21,Technology,1835.4995,-335.8939,0.05,2
2012-05-22,Furniture,6277.75,-592.43,0.1,1
2012-05-22,Office Supplies,2360.42,-1910.384,0.06333333333333334,3
2012-05-22,Technology,7821.969999999999,1271.5847999999999,0.04,3
2012-05-23,Office Supplies,2074.51,857.291,0.045,4
2012-05-23,Technology,3519.12,315.33,0.09,1
2012-05-24,Furniture,18781.22,1335.6887629999999,0.05666666666666667,3
2012-05-24,Office Supplies,474.22,-40.17,0.05,2
2012-05-24,Technology,2623.8199999999997,6.490000000000002,0.09,2
2012-05-25,Office Supplies,3463.13,928.6185,0.06285714285714286,7
2012-05-25,Technology,4938.648499999999,1122.091,0.0525,4
2012-05-26,Furniture,14451.75,4503.63,0.01,1
2012-05-26,Office Supplies,1087.8600000000001,77.92099999999999,0.022500000000000003,4
2012-05-26,Technology,2292.1015,398.358,0.02,1
2012-05-27,Furniture,742.21,122.21,0.03,1
2012-05-27,Office Supplies,1344.04,364.48449999999997,0.045,2
2012-05-27,Technology,779.9599999999999,-186.10700000000003,0.015,2
2012-05-28,Furniture,3991.99,-1014.11,0.0,1
2012-05-28,Office Supplies,1850.89,248.95,0.034,5
2012-05-29,Office Supplies,41.25,-23.25,0.02,1
2012-05-29,Technology,1043.156,134.62900000000002,0.005,2
2012-05-30,Office Supplies,6993.23,1675.7920000000001,0.05,2
2012-06-01,Furniture,5713.41,748.1200000000001,0.02,2
2012-06-01,Office Supplies,3634.8900000000003,-991.868,0.060000000000000005,9
2012-06-01,Technology,344.301,-22.902,0.04,1
2012-06-02,Furniture,3905.75,55.30185,0.01,1
2012-06-02,Office Supplies,1477.53,271.21,0.056666666666666664,3
2012-06-02,Technology,2716.7115,205.3191,0.03,2
2012-06-03,Furniture,15746.78,527.45,0.06,3
2012-06-03,Office Supplies,8808.480000000001,1085.5,0.06999999999999999,5
2012-06-03,Technology,2955.7135,211.31399999999996,0.035,2
2012-06-04,Furniture,2489.85,-566.5,0.06,1
2012-06-04,Office Supplies,241.04,-28.2,0.05,1
2012-06-04,Technology,5906.257,-1858.6615,0.049999999999999996,3
2012-06-05,Office Supplies,4998.03,1092.94,0.09,1
2012-06-06,Office Supplies,234.27,43.410000000000004,0.045000000000000005,2
2012-06-07,Furniture,4369.67,476.71000000000004,0.03,2
2012-06-07,Office Supplies,28180.97,12443.9565,0.05714285714285715,7
2012-06-08,Office Supplies,10.48,-5.65,0.02,1
2012-06-08,Technology,3439.39,1057.62,0.05,1
2012-06-09,Office Supplies,138.84,8.75,0.0,1
2012-06-10,Office Supplies,132.72,-9.177,0.05,1
2012-06-10,Technology,57.03,-31.38,0.0,1
2012-06-11,Office Supplies,9034.24,1288.1715,0.035,6
2012-06-11,Technology,4362.743,722.0889999999999,0.0125,4
2012-06-12,Furniture,8766.851999999999,-2152.08,0.057999999999999996,5
2012-06-12,Office Supplies,4817.58,1566.83,0.042,5
2012-06-12,Technology,5177.4,287.5,0.06,1
2012-06-13,Office Supplies,2198.18,379.9425,0.05333333333333334,3
2012-06-13,Technology,2117.6014999999998,-316.746,0.015,2
2012-06-14,Furniture,13159.539999999999,3755.8999999999996,0.015,2
2012-06-14,Office Supplies,7112.3099999999995,2608.5874999999996,0.045,2
2012-06-15,Furniture,5812.39,442.11,0.04,2
2012-06-15,Office Supplies,707.9300000000001,-354.1925,0.05,4
2012-06-15,Technology,1085.61,-33.32,0.04,1
2012-06-16,Technology,706.53,-314.42,0.0,1
2012-06-17,Furniture,5977.5,-442.15,0.05600000000000001,5
2012-06-17,Office Supplies,2338.18,-411.0475,0.032857142857142856,7
2012-06-17,Technology,1004.98,2.6599999999999966,0.005,2
2012-06-18,Office Supplies,110.79,-11.13,0.1,1
2012-06-18,Technology,4483.92,174.61,0.07,1
2012-06-19,Furniture,10122.72,-381.16,0.07,1
2012-06-19,Office Supplies,365.87,-169.51,0.06666666666666667,3
2012-06-20,Office Supplies,1234.8400000000001,-261.3935,0.07,5
2012-06-21,Furniture,1506.4199999999998,-236.53699999999998,0.025,2
2012-06-21,Office Supplies,329.65,-232.57,0.08,2
2012-06-21,Technology,2920.83,1068.16,0.02,1
2012-06-22,Furniture,1211.98,-80.83,0.1,1
2012-06-22,Office Supplies,15602.720000000001,6485.236,0.042499999999999996,4
2012-06-22,Technology,4886.897000000001,453.834,0.08,3
2012-06-23,Furniture,4514.86,-641.09,0.09,1
2012-06-23,Office Supplies,291.32,-66.12,0.05666666666666667,3
2012-06-23,Technology,3286.646,-172.482,0.03,2
2012-06-24,Furniture,554.16,-221.55,0.02,2
2012-06-24,Office Supplies,855.66,-79.53,0.043333333333333335,3
2012-06-24,Technology,2977.1675,549.002,0.055,2
2012-06-25,Furniture,3972.4620000000004,545.98085,0.05666666666666667,3
2012-06-25,Office Supplies,7381.19,2998.88,0.04,1
2012-06-25,Technology,5015.051,1090.431,0.05,1
2012-06-26,Office Supplies,155.45,-19.6765,0.03,1
2012-06-28,Furniture,4601.02,-129.53,0.09,1
2012-06-28,Office Supplies,989.44,-211.666,0.05333333333333334,3
2012-06-29,Furniture,285.06,-211.54,0.08,1
2012-06-29,Office Supplies,436.85999999999996,-275.18,0.06,3
2012-06-29,Technology,2362.965,214.952,0.045,2
2012-06-30,Furniture,10492.84,2832.88,0.065,2
2012-06-30,Office Supplies,850.03,-96.61999999999999,0.06000000000000001,5
2012-06-30,Technology,1775.57,-18.370000000000005,0.03,2
2012-07-01,Furniture,9035.682,1054.95,0.005,2
2012-07-01,Office Supplies,549.61,68.55699999999999,0.0325,4
2012-07-01,Technology,29521.61,1262.719,0.05,4
2012-07-02,Furniture,7684.540000000001,2502.06,0.06,3
2012-07-02,Office Supplies,3089.18,119.922,0.0625,4
2012-07-02,Technology,12751.33,2680.9900000000002,0.07,2
2012-07-03,Furniture,1918.2399999999998,-678.7,0.095,2
2012-07-03,Office Supplies,1200.81,414.77,0.062,5
2012-07-03,Technology,3419.1505,858.582,0.0,1
2012-07-04,Furniture,7766.21,102.75900000000001,0.065,2
2012-07-04,Office Supplies,18372.32,4240.754,0.058571428571428566,7
2012-07-04,Technology,2017.5,-663.5142,0.03,1
2012-07-05,Office Supplies,9394.36,-1019.7060000000001,0.0425,4
2012-07-06,Furniture,525.78,180.64,0.03,1
2012-07-06,Office Supplies,4790.63,943.851,0.032,10
2012-07-06,Technology,6602.721,1485.806,0.02666666666666667,3
2012-07-07,Furniture,4700.59,-1637.366,0.025,4
2012-07-07,Office Supplies,903.25,48.025000000000006,0.023333333333333334,3
2012-07-07,Technology,5159.3725,1252.476,0.02,1
2012-07-08,Office Supplies,139.45,-137.494,0.02,1
2012-07-09,Office Supplies,17833.809999999998,7951.2515,0.02333333333333333,6
2012-07-09,Technology,6944.092,1820.952,0.06,1
2012-07-10,Office Supplies,89.89,-8.16,0.06,1
2012-07-10,Technology,21956.03,5903.086,0.1,1
2012-07-11,Furniture,230.74,27.23,0.08,1
2012-07-12,Furniture,13005.810000000001,2582.33,0.056666666666666664,3
