order_date,region,total_sales,total_profit,avg_discount,num_orders
2012-01-16,East,4285.6005,86.74185699999992,0.03666666666666667,6
2012-01-16,South,1335.8899999999999,191.53,0.02,2
2012-01-17,Central,1502.0,-197.01999999999998,0.06333333333333334,3
2012-01-17,East,7871.91,541.47,0.05,1
2012-01-17,South,3208.7194999999997,-164.048,0.05,8
2012-01-18,Central,672.46,279.74,0.1,1
2012-01-18,East,9206.38,2304.6985,0.045,2
2012-01-18,South,4642.3,1680.9189999999999,0.0375,4
2012-01-19,East,5883.07,960.4404999999999,0.06333333333333334,3
2012-01-19,West,108.15,7.57,0.09,1
2012-01-20,Central,3970.33,-229.79,0.02,1
2012-01-20,South,2167.05,684.9,0.02,1
2012-01-21,Central,1482.01,709.325,0.02,1
2012-01-21,East,6404.74,-902.9188999999999,0.043333333333333335,6
2012-01-21,South,147.71,40.04,0.05,1
2012-01-21,West,16940.690000000002,2035.6855,0.06833333333333334,6
2012-01-22,Central,28948.920000000002,7446.6245,0.013333333333333334,3
2012-01-22,East,1160.59,-330.14,0.01,1
2012-01-22,South,20382.694,2570.0359999999996,0.04666666666666667,6
2012-01-23,Central,136.41,-99.34,0.0,1
2012-01-23,South,1312.65,488.31,0.07,1
2012-01-23,West,1383.2,-23.44,0.01,1
2012-01-24,Central,11378.76,2111.89,0.04666666666666667,3
2012-01-24,East,318.31,-19.06,0.08,1
2012-01-24,West,359.65,-11.15,0.01,1
2012-01-25,South,1532.482,-42.999,0.1,1
2012-01-25,West,11.08,-8.93,0.06,1
2012-01-26,Central,462.71,116.82,0.02,2
2012-01-26,East,4388.77,-1579.1200000000001,0.07500000000000001,2
2012-01-26,South,13959.318,368.72000000000014,0.072,5
2012-01-27,Central,6222.0685,1320.7440000000001,0.08499999999999999,2
2012-01-27,East,1918.91,357.58,0.045,2
2012-01-27,South,377.213,-411.653,0.02,1
2012-01-28,West,1777.48,-988.5195,0.02666666666666667,6
2012-01-29,Central,1042.63,-219.93,0.02,1
2012-01-29,South,17270.2475,7622.626,0.055,2
2012-01-30,Central,17713.87,7786.2300000000005,0.08333333333333333,3
2012-01-31,Central,6634.13,638.67,0.06,3
2012-01-31,East,9781.439999999999,-579.893125,0.055,4
2012-01-31,South,2445.97,124.63,0.05,2
2012-02-01,Central,1752.89,544.8499999999999,0.034999999999999996,2
2012-02-01,South,3279.01,349.22,0.06,1
2012-02-02,Central,6762.63,-229.81999999999994,0.05500000000000001,2
2012-02-02,East,10796.02,-2943.595971,0.06333333333333334,3
2012-02-02,West,44.85,-0.49,0.02,1
2012-02-03,West,1027.4715,-153.334,0.060000000000000005,2
2012-02-04,Central,7757.26,1049.4740000000002,0.07,7
2012-02-04,South,7212.820000000001,-2428.062,0.0475,8
2012-02-04,West,7.01,-4.2,0.03,1
2012-02-05,Central,7199.625,597.3360000000001,0.07666666666666667,3
2012-02-05,South,221.33,77.33,0.0,1
2012-02-05,West,15951.43,8460.97,0.08333333333333333,3
2012-02-06,Central,8867.5185,1557.6819999999998,0.03,2
2012-02-06,East,1838.18,-2531.4825,0.09,1
2012-02-06,South,8245.455,-654.3969999999999,0.023333333333333334,3
2012-02-07,South,1981.6499999999999,483.1515,0.05000000000000001,3
2012-02-07,West,3443.9885,485.154,0.06,2
2012-02-08,East,1325.4499999999998,-681.6085,0.05,2
2012-02-08,West,2740.4700000000003,311.78,0.085,2
2012-02-09,West,10318.72,1445.36,0.01,1
2012-02-10,Central,138.24,-48.2195,0.06,1
2012-02-10,South,1593.31,21.213800000000006,0.0225,4
2012-02-11,Central,1002.73,-563.86,0.08,1
2012-02-11,South,21248.936,2653.432,0.06666666666666667,3
2012-02-11,West,13253.93,-1596.7458,0.01,1
2012-02-12,Central,6042.889999999999,1218.1895000000002,0.051666666666666666,6
2012-02-12,East,4080.9035000000003,986.592,0.05,5
2012-02-12,West,240.52,-164.18,0.05,1
2012-02-13,Central,12297.19,3387.4700000000003,0.02666666666666667,3
2012-02-13,East,5483.96,-1330.5,0.02,1
2012-02-13,South,332.55,-66.87,0.1,1
2012-02-14,Central,256.77,173.89,0.04,1
2012-02-14,South,1003.43,208.06,0.01,1
2012-02-14,West,9337.554,1098.19,0.045,2
2012-02-15,Central,19071.6,-502.7675,0.05666666666666667,3
2012-02-15,East,136.24,-81.77,0.07,1
2012-02-15,South,110.00999999999999,-12.399999999999999,0.09,2
2012-02-15,West,7395.04,2565.5,0.055,2
2012-02-16,Central,10611.3,89.6115,0.03,4
2012-02-16,West,309.91999999999996,24.9,0.05,2
2012-02-17,West,10589.230000000001,-1654.6265,0.036,5
2012-02-18,Central,12304.269999999999,707.018,0.065,2
2012-02-19,Central,423.22,-8.730000000000004,0.013333333333333334,3
2012-02-19,West,2369.94,421.59999999999997,0.043333333333333335,3
2012-02-20,Central,733.03,-296.8565,0.05500000000000001,2
2012-02-20,East,690.85,-333.84000000000003,0.02,3
2012-02-20,South,479.13,166.92,0.05,1
2012-02-21,Central,2969.74,-101.451,0.095,2
2012-02-21,East,901.81,-76.89,0.02,1
2012-02-22,Central,1630.8200000000002,467.02,0.035,2
2012-02-22,West,20733.82,6984.639999999999,0.04,2
2012-02-23,Central,2100.7,52.239999999999995,0.02666666666666667,3
2012-02-23,South,467.4,-851.09,0.01,1
2012-02-24,Central,14744.28,3405.89,0.045,2
2012-02-24,East,3126.35,-212.55,0.02,2
2012-02-25,Central,3786.0600000000004,-297.58,0.02,2
2012-02-25,South,331.24,-49.328500000000005,0.08,2
2012-02-25,West,1102.3,98.12,0.1,1
2012-02-26,Central,1117.43,315.5115,0.025,2
2012-02-26,East,4566.608,650.21,0.08,3
2012-02-26,South,606.3985,126.126,0.09,1
2012-02-26,West,10497.500000000002,3276.5699999999997,0.06666666666666667,3
2012-02-27,Central,11684.599999999999,2753.48,0.055,2
2012-02-27,South,1707.0300000000002,-342.4155,0.045,2
2012-02-27,West,1685.941,21.024,0.07,1
2012-02-28,South,1419.83,385.8,0.07,1
2012-02-28,West,4990.307,1020.84,0.09333333333333334,3
2012-03-01,Central,1629.04,-65.01850000000002,0.06,3
2012-03-01,South,5659.0975,-11365.271,0.0525,4
2012-03-02,Central,862.2,-45.1,0.1,1
2012-03-02,East,421.08,82.31,0.0,1
2012-03-02,South,4269.984,-37.42299999999999,0.0325,4
2012-03-03,Central,74.3,-129.01,0.08,1
2012-03-04,Central,12.18,-3.88,0.06,1
2012-03-04,South,4924.4619999999995,-1170.99,0.060000000000000005,2
2012-03-05,Central,1106.25,-9.420000000000012,0.024,5
2012-03-05,East,2051.8235,350.361,0.01,1
2012-03-05,South,9039.01,225.53600000000006,0.07,3
2012-03-06,Central,2818.93,-987.96,0.06,3
2012-03-06,West,3236.8,501.69,0.08,1
2012-03-07,Central,9418.14,909.36,0.09,1
2012-03-08,Central,3302.6499999999996,623.9027,0.085,2
2012-03-08,South,6348.3,557.33,0.02,3
2012-03-09,Central,843.53,268.32,0.04,1
2012-03-09,South,13487.7575,5748.829,0.04,3
2012-03-09,West,118.51,-948.71,0.03,1
2012-03-10,South,1374.88,-250.4078,0.03666666666666667,3
2012-03-10,West,18888.0,-14140.7016,0.09,1
2012-03-11,Central,5652.922500000001,12.167000000000002,0.05,4
2012-03-12,East,3326.9900000000002,406.41999999999996,0.05333333333333334,3
2012-03-12,South,6600.74,-1271.71,0.005,2
2012-03-12,West,2379.8875,365.188,0.005,2
2012-03-13,Central,17.52,-12.1555,0.05,1
2012-03-13,East,2817.518,-386.1859999999999,0.05333333333333334,3
2012-03-14,East,5679.59,-1763.7477,0.09,1
2012-03-14,South,21166.358500000002,1719.275,0.045000000000000005,6
2012-03-15,Central,426.66,228.46,0.045,2
2012-03-15,East,7770.143,-1420.702206,0.07666666666666667,3
2012-03-15,West,93.73,51.14,0.03,1
2012-03-16,Central,211.88,78.45,0.1,1
2012-03-16,South,82.42,18.53,0.07,1
2012-03-16,West,1709.3400000000001,-602.55,0.06,2
2012-03-17,Central,82.21,15.25,0.04,1
2012-03-17,East,560.49,-131.02,0.055,2
2012-03-18,Central,3104.6245,548.5920000000001,0.0475,4
2012-03-18,East,5403.75,103.83,0.08,1
2012-03-18,West,10826.900000000001,241.34,0.036666666666666674,3
2012-03-19,Central,3234.9300000000003,-260.1035,0.0425,4
2012-03-19,East,2154.7619999999997,12.180999999999997,0.06666666666666667,3
2012-03-20,Central,10149.55,-1670.9599999999998,0.045,4
2012-03-20,East,150.77,-72.23,0.01,1
2012-03-20,West,4620.05,-229.68,0.06,1
2012-03-21,East,18081.76,8822.2775,0.03,1
2012-03-21,South,95697.714,28844.389,0.04,2
2012-03-21,West,3296.94,347.77000000000004,0.043333333333333335,3
2012-03-22,Central,16169.12,-1512.5335,0.04,7
2012-03-22,East,7918.0199999999995,1434.02,0.06,2
2012-03-22,South,973.95,-83.65,0.055,2
2012-03-22,West,33.54,-29.49,0.08,1
2012-03-23,Central,1649.19,45.938,0.044,5
2012-03-23,South,1848.24,-2240.04,0.055,2
2012-03-24,Central,682.0799999999999,147.2635,0.060000000000000005,2
2012-03-24,East,4022.042,2.682875000000024,0.08,3
2012-03-24,South,6256.54,791.3199999999999,0.055,2
2012-03-25,Central,234.09,-11.69,0.01,1
2012-03-25,East,257.92,-171.37449999999998,0.030000000000000002,2
2012-03-25,South,4111.85,584.67,0.0325,4
2012-03-25,West,14521.28,3304.07,0.05000000000000001,3
2012-03-26,South,6168.91,1519.7500000000002,0.064,5
2012-03-26,West,38.37,-29.003,0.1,1
2012-03-27,Central,9485.5425,1211.821,0.05,8
2012-03-27,East,12782.990000000002,1965.39,0.0475,4
2012-03-27,South,547.82,69.63,0.08,1
2012-03-27,West,648.25,70.8312,0.055,2
2012-03-28,Central,3087.8599999999997,528.49,0.05333333333333334,3
2012-03-28,South,7370.097500000001,1538.9560000000001,0.0425,4
2012-03-29,Central,393.34000000000003,-157.92,0.065,2
2012-03-29,East,568.7435,143.793,0.05,1
2012-03-29,West,1068.7,-89.5,0.04,1
2012-03-30,East,29.03,-11.83,0.01,1
2012-03-30,South,3449.26,252.77,0.1,1
2012-03-30,West,1883.748,-282.42949999999996,0.036000000000000004,5
2012-03-31,Central,54.077,-232.991,0.07,1
2012-03-31,South,187.054,-63.928000000000004,0.075,2
2012-04-01,Central,3997.29,434.91100000000006,0.08666666666666667,3
2012-04-01,East,17.62,-15.92,0.06,1
2012-04-01,South,2173.5144999999998,-346.85200000000003,0.05333333333333332,3
2012-04-02,Central,14661.46,2072.28,0.09,2
2012-04-02,East,1926.93,566.85,0.065,2
2012-04-02,South,1801.95,-182.07,0.03,1
2012-04-03,East,1958.32,632.29,0.0,1
2012-04-04,Central,305.96,-191.49,0.06,1
2012-04-04,East,3666.3820000000005,1328.1000000000001,0.0033333333333333335,3
2012-04-04,West,306.07,128.85,0.049999999999999996,2
2012-04-05,Central,694.46,-61.503499999999995,0.07,2
2012-04-05,South,2647.0155000000004,300.049,0.07500000000000001,2
2012-04-06,Central,3099.7000000000003,385.55999999999995,0.06666666666666667,3
2012-04-06,East,16870.0085,2422.49,0.03,5
2012-04-06,South,7437.992499999999,862.492,0.045,4
2012-04-06,West,1060.33,61.980000000000004,0.045,2
2012-04-07,Central,1668.1999999999998,-542.26,0.08,2
2012-04-07,South,825.81,-15.870000000000005,0.05,2
2012-04-07,West,3098.614,598.75,0.016666666666666666,3
2012-04-08,Central,1723.99,533.7795,0.045,2
2012-04-08,East,3382.18,1310.72,0.03666666666666667,3
2012-04-08,South,32.76,11.29,0.06,1
2012-04-09,Central,4605.456,642.465,0.06,3
2012-04-09,South,26427.5,5980.54,0.06,7
2012-04-09,West,17907.083000000002,6020.059,0.07,4
2012-04-10,Central,14773.64,2484.9865,0.041666666666666664,6
2012-04-10,East,1750.77,-765.51,0.025,2
2012-04-10,South,362.17,-83.96,0.08,1
2012-04-10,West,6573.245999999999,1062.7238,0.02,2
2012-04-11,Central,1673.97,481.339,0.043333333333333335,3
2012-04-11,West,1317.34,555.934,0.03,1
2012-04-12,West,5466.4400000000005,-7533.6337,0.065,4
2012-04-13,East,954.4799999999999,328.3605,0.035,2
2012-04-13,South,29.32,-12.93,0.08,1
2012-04-14,East,6603.112000000001,-932.1782059999999,0.05333333333333332,3
2012-04-15,East,443.73,-200.859,0.01,1
2012-04-15,South,9379.16,1944.57,0.075,4
2012-04-16,Central,14535.8,-3971.0628,0.05,1
2012-04-16,South,4158.1235,1228.887,0.01,1
2012-04-16,West,14857.699999999999,-3776.5316000000003,0.05,2
2012-04-17,South,17853.64,6227.33,0.02,1
2012-04-17,West,1820.3020000000001,-484.668,0.04666666666666667,3
2012-04-18,Central,8454.255,798.709,0.065,4
2012-04-18,South,10561.55,29.6099999999999,0.0675,4
2012-04-19,Central,132.07,14.0,0.06,1
2012-04-19,East,22053.65,8549.0885,0.09,2
2012-04-19,South,3254.5499999999997,-454.21,0.015,2
2012-04-19,West,7305.379999999999,-1299.37,0.04,2
2012-04-20,East,3866.77,-95.92999999999999,0.045,2
2012-04-20,South,262.71,12.440000000000001,0.06,2
2012-04-20,West,11232.81,820.72,0.08,2
2012-04-21,East,9747.15,-357.92042000000004,0.04833333333333333,6
2012-04-21,South,7997.88,2337.37,0.055,2
2012-04-22,Central,159.11,64.01,0.07,1
2012-04-22,East,4756.05,1498.16,0.05000000000000001,3
2012-04-22,South,513.1700000000001,-216.2305,0.03,2
2012-04-23,Central,14585.400000000001,-2916.7520000000004,0.05666666666666667,3
2012-04-23,South,6.13,-2.83,0.08,1
2012-04-23,West,61.620000000000005,-9.540000000000003,0.055,2
2012-04-24,East,449.25,15.584999999999994,0.03666666666666667,3
2012-04-24,South,7845.2699999999995,2264.0699999999997,0.015,2
2012-04-24,West,7.96,-0.11,0.0,1
2012-04-25,West,126.95,-4.17,0.0,1
2012-04-26,Central,3453.9700000000003,607.5799999999999,0.05,2
2012-04-26,West,8087.41,1948.04,0.05,2
2012-04-27,Central,2355.8885,338.771,0.06,2
2012-04-27,South,11961.02,3976.1744999999996,0.06333333333333334,3
2012-04-28,Central,2693.51,620.59,0.05333333333333334,3
2012-04-28,East,5587.91,-444.03999999999996,0.05333333333333334,3
2012-04-29,Central,7002.08,-1640.511,0.1,1
2012-04-29,East,2925.78,1041.29,0.03,1
2012-04-29,West,3957.4695,578.065,0.06,2
2012-04-30,West,7022.219499999999,1569.769,0.02666666666666667,3
2012-05-01,Central,789.01,-539.59,0.07,1
2012-05-01,South,1119.3,-203.49,0.0275,4
2012-05-01,West,675.02,118.34,0.065,2
2012-05-02,East,2206.3424999999997,179.60000000000002,0.055,2
2012-05-02,West,1536.95,375.28999999999996,0.06333333333333334,3
2012-05-03,East,3660.5699999999997,391.24,0.06,2
2012-05-03,South,1765.45,374.82,0.09,1
2012-05-03,West,216.95,-88.82,0.08,1
2012-05-04,South,1056.6435,-586.201,0.06,1
2012-05-04,West,25549.126,5935.9574999999995,0.05666666666666667,6
2012-05-05,Central,14145.0335,1708.6005,0.05,5
2012-05-05,East,1233.51,308.67,0.05,1
2012-05-06,Central,2541.96,-56.72090000000003,0.01,2
2012-05-06,South,265.92,79.67,0.04,1
2012-05-07,East,4462.594499999999,-349.49,0.07,3
2012-05-07,South,582.43,-2.9180000000000064,0.05333333333333334,3
2012-05-07,West,188.22,-54.31999999999999,0.065,2
2012-05-08,Central,260.39,-48.57,0.09,1
2012-05-08,South,291.4,-763.16,0.06,1
2012-05-08,West,64.79,-41.32,0.03,1
2012-05-09,East,159.43,-120.59,0.05,1
2012-05-09,South,1904.3155000000002,-28.552000000000014,0.07,4
2012-05-10,Central,309.46,-82.64,0.08,1
2012-05-10,South,753.75,31.17,0.1,1
2012-05-11,East,285.15,-123.30000000000001,0.02,2
2012-05-11,South,8556.224,1606.22,0.06,3
2012-05-11,West,909.1904999999999,-1722.2355,0.057499999999999996,4
2012-05-12,Central,3460.86,877.34,0.04666666666666667,6
2012-05-12,South,1051.61,-103.84,0.06,2
2012-05-13,East,5040.433,320.39899999999994,0.03166666666666667,6
2012-05-13,West,2528.1,-1390.96,0.04,2
2012-05-14,East,189.01999999999998,-78.83,0.025,2
2012-05-14,South,227.37,-92.07,0.0,1
2012-05-14,West,3351.3525,407.30999999999995,0.05333333333333334,3
2012-05-15,Central,3276.02,76.50999999999999,0.05,2
2012-05-15,East,3634.2200000000003,1314.3975,0.060000000000000005,2
2012-05-15,West,3878.6,569.71,0.041999999999999996,5
2012-05-16,Central,7333.45,-207.28,0.07,1
2012-05-16,West,1029.04,10.020499999999984,0.0475,4
2012-05-17,South,4081.66,151.69,0.065,4
2012-05-17,West,493.43,120.18,0.07,1
2012-05-18,Central,13099.096000000001,-619.308,0.01,2
2012-05-18,East,749.9965,47.295500000000004,0.08666666666666667,3
2012-05-18,South,480.86,20.02,0.065,2
2012-05-19,East,559.36,-114.39850000000001,0.05,2
2012-05-19,West,145.86,-92.32,0.04,1
2012-05-20,Central,2636.7635,325.8745,0.06,5
2012-05-20,East,442.99,-152.76,0.04,1
2012-05-20,West,2745.321,124.34699999999998,0.006666666666666667,3
2012-05-21,Central,374.57,106.0985,0.03,2
2012-05-21,East,1417.8894999999998,-141.904,0.03333333333333333,3
2012-05-21,West,5475.29,663.5900999999999,0.05833333333333333,6
2012-05-22,Central,5648.69,1489.8,0.03,1
2012-05-22,East,2148.1400000000003,-1807.16,0.065,2
2012-05-22,West,8663.31,-913.8691999999999,0.0625,4
2012-05-23,Central,16.82,-5.54,0.08,1
2012-05-23,East,1844.97,807.381,0.03,1
2012-05-23,South,3627.45,332.33,0.045,2
2012-05-23,West,104.39,38.45,0.07,1
2012-05-24,Central,5261.73,650.3,0.05,1
2012-05-24,East,10306.84,-667.1212370000001,0.06000000000000001,5
2012-05-24,West,6310.69,1318.83,0.1,1
2012-05-25,East,1076.0,187.40000000000003,0.05666666666666667,3
2012-05-25,West,7325.778499999999,1863.3094999999998,0.06,8
2012-05-26,Central,804.15,321.73,0.015,2
2012-05-26,East,56.21,12.71,0.05,1
2012-05-26,West,16971.3515,4645.469,0.013333333333333334,3
2012-05-27,Central,742.21,122.21,0.03,1
2012-05-27,East,877.827,-82.84150000000001,0.035,2
2012-05-27,West,1246.173,261.21899999999994,0.025,2
2012-05-28,East,5292.59,-682.6600000000001,0.028000000000000004,5
2012-05-28,South,550.29,-82.5,0.03,1
2012-05-29,Central,241.706,-92.961,0.0,1
2012-05-29,South,842.7,204.34,0.015,2
2012-05-30,Central,6993.23,1675.7920000000001,0.05,2
2012-06-01,Central,5837.47,763.8600000000001,0.043333333333333335,3
2012-06-01,East,870.001,-97.822,0.04,3
2012-06-01,South,747.9200000000001,-31.978,0.065,4
2012-06-01,West,2237.21,-900.71,0.05500000000000001,2
2012-06-02,East,8099.9915,531.83095,0.04,6
2012-06-03,Central,2508.673,417.465,0.03,1
2012-06-03,South,12295.19,695.94,0.06666666666666667,3
2012-06-03,West,12707.1105,710.859,0.06166666666666667,6
2012-06-04,East,4858.17,-1870.5265,0.04666666666666667,3
2012-06-04,West,3778.977,-582.835,0.06,2
2012-06-05,East,4998.03,1092.94,0.09,1
2012-06-06,East,234.27,43.410000000000004,0.045000000000000005,2
2012-06-07,Central,23852.510000000002,10965.7965,0.035,2
2012-06-07,East,3892.0,1379.0500000000002,0.03,2
2012-06-07,South,4656.280000000001,724.35,0.05,2
2012-06-07,West,149.85,-148.53,0.07666666666666667,3
2012-06-08,West,3449.87,1051.9699999999998,0.035,2
2012-06-09,East,138.84,8.75,0.0,1
2012-06-10,Central,132.72,-9.177,0.05,1
2012-06-10,East,57.03,-31.38,0.0,1
2012-06-11,Central,2905.272,458.38800000000003,0.02666666666666667,3
2012-06-11,East,9357.65,1275.83,0.030000000000000006,5
2012-06-11,South,909.721,287.991,0.01,1
2012-06-11,West,224.34,-11.9485,0.02,1
2012-06-12,Central,5548.68,-595.4200000000001,0.05500000000000001,2
2012-06-12,East,79.98,-56.56,0.09,1
2012-06-12,South,417.56,18.12,0.025,2
2012-06-12,West,12715.612,336.11,0.051666666666666666,6
2012-06-13,Central,2117.6014999999998,-316.746,0.015,2
2012-06-13,South,2198.18,379.9425,0.05333333333333334,3
2012-06-14,Central,65.7,13.41,0.01,1
2012-06-14,East,13159.539999999999,3755.8999999999996,0.015,2
2012-06-14,South,7046.61,2595.1775,0.08,1
2012-06-15,East,7306.35,139.8845,0.05,5
2012-06-15,West,299.58000000000004,-85.28699999999999,0.035,2
2012-06-16,South,706.53,-314.42,0.0,1
2012-06-17,Central,6350.05,-519.6075,0.028000000000000004,5
2012-06-17,East,1033.46,-86.97,0.03,3
2012-06-17,West,1937.15,-243.95999999999998,0.04833333333333333,6
2012-06-18,Central,4594.71,163.48000000000002,0.085,2
2012-06-19,Central,46.46,-25.13,0.1,1
2012-06-19,South,10442.13,-525.5400000000001,0.05666666666666667,3
2012-06-20,Central,433.68,44.1,0.07,1
2012-06-20,East,238.49,-110.56,0.09,1
2012-06-20,South,239.04000000000002,10.560000000000002,0.07,2
2012-06-20,West,323.63,-205.4935,0.05,1
2012-06-21,Central,4756.900000000001,599.0530000000001,0.046,5
2012-06-22,Central,18233.137,6560.579,0.07333333333333333,3
2012-06-22,East,3468.46,297.661,0.057999999999999996,5
2012-06-23,Central,4594.0,-645.82,0.09,2
2012-06-23,East,2368.02,-329.02,0.03333333333333333,3
2012-06-23,South,1130.806,95.148,0.04,1
2012-06-24,Central,293.41,25.889999999999997,0.035,2
2012-06-24,East,768.5699999999999,-227.72,0.05,2
2012-06-24,South,283.6535,-113.047,0.09,1
2012-06-24,West,3041.3540000000003,562.799,0.01,2
2012-06-25,Central,15336.631,4581.061000000001,0.05,4
2012-06-25,East,1032.072,54.23085,0.06,1
2012-06-26,Central,155.45,-19.6765,0.03,1
2012-06-28,Central,4851.18,-385.166,0.08333333333333333,3
2012-06-28,West,739.28,43.97,0.0,1
2012-06-29,Central,545.65,-369.29999999999995,0.08499999999999999,2
2012-06-29,East,1827.36,-119.80000000000001,0.04666666666666667,3
2012-06-29,West,711.875,217.332,0.04,1
2012-06-30,East,2321.9,348.51,0.035,2
2012-06-30,South,10041.93,2434.9500000000003,0.06,3
2012-06-30,West,754.61,-65.57,0.06,4
2012-07-01,Central,123.46,26.66,0.07,1
2012-07-01,South,11309.362000000001,1736.0670000000002,0.019999999999999997,5
2012-07-01,West,27674.079999999998,623.4989999999997,0.0425,4
2012-07-02,Central,14330.34,2585.692,0.08333333333333333,3
2012-07-02,East,4629.67,2860.71,0.04,1
2012-07-02,South,1964.7200000000003,45.00000000000001,0.07,3
2012-07-02,West,2600.32,-188.43,0.035,2
2012-07-03,Central,5501.9205,726.352,0.041999999999999996,5
2012-07-03,East,28.34,1.68,0.09,1
2012-07-03,South,1007.94,-133.38000000000002,0.1,2
2012-07-04,Central,18071.09,1699.4888,0.058750000000000004,8
2012-07-04,South,3908.65,480.57,0.06,1
2012-07-04,West,6176.29,1499.94,0.04,1
2012-07-05,West,9394.36,-1019.7060000000001,0.0425,4
2012-07-06,Central,5005.82,949.8610000000001,0.03777777777777778,9
2012-07-06,East,6745.651,1675.916,0.02,4
2012-07-06,West,167.66,-15.48,0.01,1
2012-07-07,Central,8799.2425,-251.0949999999998,0.0275,4
2012-07-07,East,1187.01,-203.27,0.0,1
2012-07-07,South,668.8,92.34,0.04,1
2012-07-07,West,108.16,25.16,0.02,2
2012-07-08,East,139.45,-137.494,0.02,1
2012-07-09,South,24610.541999999998,9736.4535,0.032,5
2012-07-09,West,167.35999999999999,35.75,0.02,2
2012-07-10,South,22045.92,5894.926,0.08,2
2012-07-11,East,230.74,27.23,0.08,1
2012-07-12,Central,31.96,-74.64,0.01,1
2012-07-12,East,589.94,-269.2552,0.05500000000000001,2
2012-07-12,South,7455.95,1039.26,0.07333333333333333,3
2012-07-12,West,13431.514500000001,3273.8579999999997,0.05,5
2012-07-13,Central,237.28,-2088.68,0.03,1
2012-07-13,West,5145.3009999999995,628.6569999999999,0.06666666666666667,3
2012-07-14,Central,3286.364,274.75,0.07,2
2012-07-14,West,3742.66,587.97,0.05,2
2012-07-15,Central,3982.4799999999996,-3156.7425000000003,0.0525,4
2012-07-15,West,993.8874999999999,-2.8950000000000387,0.01,2
2012-07-16,Central,5909.979,459.75,0.047142857142857146,7
2012-07-16,South,636.7,-29.9115,0.1,1
2012-07-17,Central,1505.57,-54.63,0.02,1
2012-07-17,East,238.16000000000003,-14.010000000000005,0.05,2
2012-07-17,South,1299.89,281.06,0.07666666666666667,3
2012-07-17,West,6425.660000000001,133.9905,0.035,4
2012-07-20,South,9930.810000000001,-2600.8259000000003,0.0475,4
2012-07-20,West,3273.3235,57.67900000000003,0.042499999999999996,4
2012-07-21,Central,4215.66,603.97,0.0225,4
2012-07-21,East,3508.086,-755.3255,0.043333333333333335,6
2012-07-21,South,5147.7985,-530.6379999999999,0.07,2
2012-07-22,Central,388.99,-96.082,0.09,2
2012-07-22,South,4800.4875,1274.258,0.04,3
2012-07-24,Central,939.39,-122.77,0.07,1
2012-07-24,East,3446.101,652.8695,0.0475,4
2012-07-24,West,4243.4475,-726.394,0.05,2
2012-07-25,West,101.47,-18.64,0.03,1
2012-07-26,Central,15477.0985,1045.3939999999998,0.04125,8
2012-07-26,East,23532.3,6594.39,0.0475,4
